scorer,,,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime,jaime
individuals,,,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8
bodyparts,,,mouth,mouth,eye,eye,skull,skull,upper tail bone,upper tail bone,lower tail bone,lower tail bone,upper tail,upper tail,lower tail,lower tail,pectoral fin,pectoral fin,anal fin start,anal fin start,anal fin mid,anal fin mid,dorsal fin base,dorsal fin base,dorsal fin tip,dorsal fin tip,stomach,stomach,middle,middle,mouth,mouth,eye,eye,skull,skull,upper tail bone,upper tail bone,lower tail bone,lower tail bone,upper tail,upper tail,lower tail,lower tail,pectoral fin,pectoral fin,anal fin start,anal fin start,anal fin mid,anal fin mid,dorsal fin base,dorsal fin base,dorsal fin tip,dorsal fin tip,stomach,stomach,middle,middle,mouth,mouth,eye,eye,skull,skull,upper tail bone,upper tail bone,lower tail bone,lower tail bone,upper tail,upper tail,lower tail,lower tail,pectoral fin,pectoral fin,anal fin start,anal fin start,anal fin mid,anal fin mid,dorsal fin base,dorsal fin base,dorsal fin tip,dorsal fin tip,stomach,stomach,middle,middle,mouth,mouth,eye,eye,skull,skull,upper tail bone,upper tail bone,lower tail bone,lower tail bone,upper tail,upper tail,lower tail,lower tail,pectoral fin,pectoral fin,anal fin start,anal fin start,anal fin mid,anal fin mid,dorsal fin base,dorsal fin base,dorsal fin tip,dorsal fin tip,stomach,stomach,middle,middle,mouth,mouth,eye,eye,skull,skull,upper tail bone,upper tail bone,lower tail bone,lower tail bone,upper tail,upper tail,lower tail,lower tail,pectoral fin,pectoral fin,anal fin start,anal fin start,anal fin mid,anal fin mid,dorsal fin base,dorsal fin base,dorsal fin tip,dorsal fin tip,stomach,stomach,middle,middle,mouth,mouth,eye,eye,skull,skull,upper tail bone,upper tail bone,lower tail bone,lower tail bone,upper tail,upper tail,lower tail,lower tail,pectoral fin,pectoral fin,anal fin start,anal fin start,anal fin mid,anal fin mid,dorsal fin base,dorsal fin base,dorsal fin tip,dorsal fin tip,stomach,stomach,middle,middle,mouth,mouth,eye,eye,skull,skull,upper tail bone,upper tail bone,lower tail bone,lower tail bone,upper tail,upper tail,lower tail,lower tail,pectoral fin,pectoral fin,anal fin start,anal fin start,anal fin mid,anal fin mid,dorsal fin base,dorsal fin base,dorsal fin tip,dorsal fin tip,stomach,stomach,middle,middle,mouth,mouth,eye,eye,skull,skull,upper tail bone,upper tail bone,lower tail bone,lower tail bone,upper tail,upper tail,lower tail,lower tail,pectoral fin,pectoral fin,anal fin start,anal fin start,anal fin mid,anal fin mid,dorsal fin base,dorsal fin base,dorsal fin tip,dorsal fin tip,stomach,stomach,middle,middle
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,V1_Leleiwi_26June19_17,img000.png,841.1379433589451,628.6159642215109,830.5603240810858,603.9348525731726,838.7873612971986,596.8831063879331,811.7556675871139,594.5325243261866,811.7556675871139,622.7395090671446,809.4050855253673,582.1919685020174,807.6421489790575,626.2653821597644,822.3332868649732,635.6677104067503,815.2815406797337,649.1835572617928,808.2297944944941,640.95652004568,832.3232606273957,586.3054871100738,822.9209323804098,569.8514126778483,824.0962234112831,650.358848292666,822.9209323804098,620.388927005398,1137.3112831390044,722.639246691371,1133.7854100463849,687.3805157651734,1145.5383203551173,686.7928702497368,1119.0942721604692,663.2870496322718,1109.1042983980465,677.9781875181875,1116.1560445832858,650.9464938081027,1102.6401977282435,681.5040606108073,1119.094272160469,713.8245639598217,1108.5166528826098,716.7627915370048,1104.4031342745534,700.3087171047792,1144.363029324244,674.4523144255677,1135.5483465926945,655.060012416159,1121.4448542222156,726.7527652994274,1123.2077907685255,688.5558067960467,864.6437639764101,626.2653821597644,869.9325736153397,602.7595615422994,865.2314094918468,587.4807781409471,935.1612258288052,585.1301960792006,938.6870989214249,603.9348525731726,965.1311471160731,563.3873120080455,969.2446657241295,605.1101436040459,891.0878121710582,625.6777366443278,921.0577334583261,628.6159642215109,930.4600617053122,622.151863551708,884.0360659858187,578.0784498939611,928.1094796435657,564.5626030389187,902.2530769643541,638.6059379839335,901.0777859334809,605.6977891194824,942.5249539027809,908.0163340603964,956.7485567084664,903.4444617299976,960.8124432243765,897.6026248633767,972.4961169576181,932.9076389703459,966.9082729982417,941.7973907238994,985.7037481343261,937.9874971152336,969.9561878851744,966.4347027266047,974.7820531228176,926.0498304747476,947.6048120476685,956.2749864368293,956.2405708939775,954.751028993363,975.2900389373062,904.2064404517307,980.3698970821939,916.6520929067055,939.9850248303369,940.2734332804332,952.1766843780673,926.0498304747476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,V1_Leleiwi_26June19_17,img001.png,852.1225164250036,634.5108401900818,837.9944069058453,600.956580082081,840.349091825705,580.3530870333085,819.1569275469676,589.1831554827825,819.1569275469676,622.7374155907833,821.5116124668273,567.4023199740801,813.2702152473183,604.4886074618705,828.5756672264065,619.7940594409587,822.6889549267572,649.227620939205,815.0362289372131,638.0428675698714,834.4623795260558,573.8777035036943,830.9303521462662,562.6929501343607,831.5190233762311,650.9936346290998,825.6323110765818,610.9639909914847,1135.8620492680984,723.4001959147859,1134.0960355782036,683.9592235071357,1151.1675012471865,681.015867357311,1122.3226109789052,658.0576893886789,1112.3152000695013,673.363141367767,1126.4433095886598,646.2842647893804,1108.1945014597468,682.7818810472058,1121.1452685189752,699.8533467161888,1108.7831726897118,695.1439768764692,1111.1378576095715,690.4346070367499,1150.5788300172217,673.9518125977319,1145.2807889475373,656.880346928749,1115.258556219326,713.3927850053819,1125.2659671287297,685.7252371970304,869.1939820939865,619.7940594409586,872.1373382438111,602.7225937719757,876.8467080835305,585.6511281029929,939.2458584598128,578.5870733434137,945.132570759462,595.6585390123965,962.7927076584099,564.4589638242554,966.3247350381994,596.2472102423615,890.9748176026887,615.0846896012392,925.7064201706195,625.0921005106429,940.4232009197426,618.0280457510638,890.9748176026887,575.643717193589,933.9478173901284,565.0476350542203,902.1595709720224,631.5674840402571,902.7482422019873,602.1339225420109,946.5888404186909,894.8087028836885,962.3364006678427,892.522766718489,968.4322304417078,887.9508943880902,974.5280602155731,920.2079936081269,968.4322304417078,931.1296886196353,981.8938545256601,929.8597240834134,969.4482020706854,944.5913127035876,948.6207836766459,924.0178872167926,949.1287694911348,942.813362352877,959.5424786881545,944.5913127035876,976.3060105662837,893.792731254711,981.1318758039271,909.5402915038628,946.5888404186909,915.1281354632392,962.3364006678427,913.8581709270172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,V1_Leleiwi_26June19_17,img002.png,851.8372594829825,636.4596054012845,840.9371027753501,602.4767639010188,853.7608165490353,599.2708354575974,827.4722033129807,590.2942358160178,822.3427178035066,617.2240347407567,824.9074605582437,577.4705220423326,816.5720466053482,630.6889342031261,837.7311743319289,639.0243481560216,828.1133890016649,646.7185764202327,823.6250891808751,640.30671953339,847.990145350877,583.8823789291753,839.6547313979815,569.7762937781215,837.7311743319289,654.4128046844437,837.7311743319289,618.5064061181253,1141.653190768268,720.4549306189225,1141.0120050795836,682.6249749865513,1155.7592759193217,682.6249749865513,1119.8528773530031,664.0305900147077,1119.2116916643188,680.0602322318141,1123.6999914851085,651.8480619297068,1114.723391843529,687.7544604960253,1129.470662683267,714.6842594207642,1114.723391843529,713.4018880433957,1114.0822061548447,700.5781742697104,1149.3474190324791,667.236518458129,1141.0120050795836,649.2833191749696,1128.1882913058985,723.6608590623439,1129.470662683267,685.1897177412882,874.970238682925,620.7032875057641,877.593952841833,595.3407173029873,883.7159525459515,581.3475751221449,940.5630926556237,582.2221465084476,942.312235428229,596.21528868929,965.0510914720978,563.856147396092,965.0510914720978,595.3407173029873,903.8310944309125,633.8218583003038,923.9462363158734,623.327001664672,934.4410929515052,617.2050019605535,901.2073802720045,569.1035757139078,932.6919501788998,567.3544329413025,902.0819516583072,621.5778588920668,906.4548085898205,596.21528868929,958.9290917679793,887.447560328072,968.3882955634983,886.1863226323269,973.117917751885,879.2495434226931,973.117917751885,927.8069978901293,967.7576792717134,932.2213119326236,981.3159295450885,933.7978526620858,965.5505222504664,941.9958644552893,951.6769638311989,917.0865209297863,954.8300452901233,931.5906956408387,962.397440791542,934.4284689538706,976.5863073567018,897.5374158844548,977.5322317943792,905.7354276776583,951.3616556853065,908.5732009906903,965.5505222504664,906.6813521153357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,V1_Leleiwi_26June19_17,img003.png,857.7106391607564,635.4879552652676,841.9018744127266,603.0799875318065,856.9202009233549,602.289549294405,829.2548626143027,599.127796344799,825.3026714272953,618.8887522798364,824.5122331898938,587.2712227837767,822.1409184776893,627.5835728912527,837.1592449883176,630.7453258408586,829.4312357486017,643.3540440563972,825.770626598964,636.8462944570413,854.6487654461059,579.9034854626767,845.7006097469915,570.9553297635623,842.0400005973538,647.0146532060348,842.4467349473135,616.1028426090942,1142.0311382645355,722.4921159949769,1142.0311382645355,682.1133444917741,1155.3203542022984,684.1578392514299,1118.5194485284933,668.3130048640971,1116.4749537688376,688.2468287707416,1105.2302325907303,664.2240153447855,1104.7191089008165,693.3580656698812,1129.2530460166865,711.7585185067837,1119.0305722184073,717.3808790958373,1113.9193353192677,708.180652677386,1149.186869923331,667.8018811741832,1135.897653985568,647.8680572675387,1130.7864170864284,729.1367239638583,1130.7864170864284,693.8691893597952,874.2023247496206,624.3563675314966,879.3135616487602,601.8669251752824,872.6689536798788,592.6666987568311,934.0037964695539,583.4664723383798,942.1817755081772,600.3335541055405,966.2045889341334,560.4659062922517,972.8491969030149,588.5777092375195,916.1144673225654,638.1567071591735,932.981549089726,625.8897386012385,945.759641337575,616.6895121827872,890.0471591369534,577.3329880594123,932.470425399812,565.5771431913912,912.0254778032536,626.4008622911524,908.4476119738559,603.9114199349382,959.8749756244024,877.3576945473385,971.2260688765303,877.3576945473385,976.5863073567018,872.9433805048443,975.0097666272396,919.6089860969258,965.8658303963588,929.0682304736991,983.2077784204432,925.5998408688822,969.6495281470682,934.7437770997631,963.0280570833268,909.5191254283677,959.8749756244024,920.5549105346031,963.0280570833268,924.9692245770974,978.793464377949,889.3394040912513,981.6312376909809,901.0058054892717,952.6228882688762,900.3751891974869,968.0729874176059,895.9608751549927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,V1_Leleiwi_26June19_17,img004.png,863.6514910607546,632.4778326486953,847.9677626987623,604.7296978544014,861.8418300959092,596.8878336734052,834.6969156232303,596.8878336734052,831.680814015155,622.2230871812388,831.680814015155,584.2202069194884,829.8711530503097,641.5261374729216,846.7613220555321,639.1132561864613,841.9355594826114,650.5744422971479,837.1097969096907,648.1615610106876,853.9999659149131,576.3783427384923,843.1420001258416,567.330037914266,852.7935252716829,654.1937642268384,844.3484407690718,619.8102058947785,1142.3392796469245,722.9608808909584,1141.7360593253095,687.3708819156682,1155.6101267224565,687.3708819156682,1119.4169074255512,674.7032551617514,1117.607246460706,689.1805428805135,1114.5911448526306,668.6710519456005,1112.1782635661702,693.4030851318191,1131.481313857853,712.1029151018868,1118.210466782321,719.9447792828829,1114.5911448526306,708.4835931721963,1153.1972454359961,669.2742722672156,1141.1328390036942,652.3841032619931,1127.2587716065473,724.7705418558036,1131.481313857853,692.799864810204,875.7158974930562,623.429527824469,878.7319991011316,608.9522401057069,875.1126771714411,590.8556304572543,937.8475906194101,578.7912240249526,942.6733531923308,592.0620711004844,972.8343692730851,556.4720721251944,979.4697928108511,596.8878336734051,913.7187777548066,639.1132561864613,933.0218280464894,621.0166465380087,948.1023360868666,613.7780026786276,887.7803039253579,581.807325633028,933.0218280464894,567.933258235881,913.7187777548066,627.6520700757746,904.6704729305803,604.1264775327862,962.397440791542,872.9433805048443,972.8026096059925,870.7362234835972,976.2709992108095,865.0606768575332,978.1628480861641,912.6722068872921,974.3791503354548,918.3477535133561,981.6312376909809,917.7171372215712,974.6944584813473,927.1763815983445,952.3075801229837,901.951729926949,957.9831267490478,916.4559046380014,961.766824499757,923.0773757017428,980.6853132533037,883.6638574651873,981.3159295450885,896.9067995926699,953.2535045606611,894.0690262796379,964.604597812789,891.5465611124985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,V1_Leleiwi_26June19_17,img005.png,862.7407773742302,648.9906991160404,855.3490557579414,612.0320910345964,862.1248005728728,600.3285318088058,841.7975661280786,597.2486478020188,835.6377981145046,614.495998240026,836.253774915862,578.7693437612968,828.8620532995732,613.8800214386686,847.9573341416526,646.5267919106109,835.6377981145046,644.6788615065386,833.173890909075,636.6711630888924,861.5088237715154,587.3930189803004,850.4212413470822,571.377622145008,842.413542929436,644.0628847051812,846.7253805389378,629.895418273961,1144.8581523959197,725.3718224843581,1144.8581523959197,695.8049360192028,1156.5617116217102,682.2534463893401,1120.835057142981,671.1658639649069,1120.2190803416236,681.6374695879827,1117.7551731361941,663.774142348618,1112.8273587253348,693.3410288137733,1132.5386163687717,719.2120544707841,1117.7551731361941,717.9801008680693,1115.9072427321219,701.3487272314194,1152.2498740122082,671.7818407662643,1142.39424519049,652.6865599241848,1123.9149411497679,727.2197528884303,1131.922639567414,690.2611448069863,873.8283597986633,627.4315110685314,875.6762902027355,609.5681838291669,877.5242206068077,594.1687637952318,932.9621327289738,589.2409493843726,935.4260399344033,596.6326710006614,956.369251180555,568.297738138221,951.4414367696958,596.6326710006614,916.9467358936813,642.8309311024665,928.6502951194719,622.5036966576722,935.4260399344033,616.3439286440982,892.3076638393853,580.617274165369,931.730179126259,570.7616453436506,907.0911070719629,628.0474878698889,903.3952462638185,607.7202534250946,960.5055919161873,864.4300605657484,971.5413770224228,864.4300605657484,975.955691064917,860.646362815039,978.793464377949,907.627276553013,973.4332258977776,910.7803580119374,985.7302435875829,915.1946720544316,972.8026096059926,919.2936779510335,957.9831267490479,896.5914914467776,961.7668244997571,906.0507358235508,963.6586733751118,912.6722068872921,981.3159295450886,876.4117701096611,983.2077784204433,889.3394040912514,954.5147371442309,887.1322470700043,968.3882955634984,884.6097819028647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,V1_Leleiwi_26June19_17,img006.png,866.4366381823745,615.1119750413834,862.7407773742301,604.0243926169502,865.2046845796598,592.3208333911596,843.0295197307934,599.7125550074484,841.7975661280785,615.7279518427408,839.333658922649,580.617274165369,839.9496357240063,624.9676038631019,873.2123829973059,629.895418273961,847.3413573402951,650.8386295201127,843.0295197307934,640.9830006983943,862.7407773742301,576.9214133572247,850.4212413470822,573.2255525490802,862.7407773742301,648.3747223146831,853.5011253538692,621.8877198563148,1114.675289129407,698.8848200259899,1116.5232195334793,682.8694231906975,1121.4510339443384,670.5498871635496,1149.1699900054214,668.0859799581199,1150.4019436081362,686.5652839988419,1162.7214796352841,648.3747223146831,1163.3374564366416,687.7972376015567,1102.3557531022589,704.4286112382065,1140.5463147864177,727.2197528884303,1145.4741291972769,709.9724024504231,1126.3788483551975,654.5344903282571,1139.9303379850603,650.8386295201127,1123.2989643484107,722.9079152789286,1133.7705699714863,686.5652839988419,877.5242206068077,623.735650260387,876.9082438054503,609.5681838291669,877.5242206068077,591.7048565898023,930.4982255235442,586.777042178943,934.810063133046,604.0243926169502,955.1372975778402,568.9137149395784,950.209483166981,596.6326710006614,910.1709910787499,640.9830006983943,926.8023647153998,623.735650260387,937.2739703384756,615.7279518427408,897.2354782502446,578.7693437612968,928.0343183181146,570.1456685422932,910.7869678801075,631.7433486780333,905.8591534692482,605.256346219665,962.0821326456496,856.5473569184372,974.0638421895625,855.2861243348675,978.4781562320567,850.5565021464809,978.793464377949,897.8527240303473,973.4332258977776,905.1048113858735,984.1537028581206,906.3660439694432,975.9556910649171,914.5640557626468,957.0372023113705,886.5016307782194,959.2443593326176,895.6455670091002,965.8658303963589,898.7986484680246,985.7302435875829,870.4209153377047,986.0455517334752,883.0332411734025,953.2535045606612,877.3576945473385,969.3342200011758,874.5199212343065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
